1	1	1	0	1	0	0	0	0	1	0	0	0.0	3.4011973816621555	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	7.471932078245122	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	7.349873704738337	1	1	0
1	1	1	0	1	1	0	0	0	1	0	0	0.0	7.247792581767846	1	1	0
1	1	0	0	1	0	0	0	0	1	0	0	0.0	6.327936783729195	1	1	0
1	1	1	1	1	1	0	0	0	1	0	0	0.0	6.226536669287466	1	1	0
1	0	1	0	1	0	0	0	0	0	1	0	0.0	6.09807428216624	1	1	0
1	0	1	0	1	1	0	0	0	0	0	0	0.0	5.942799375126701	1	1	0
1	1	1	1	0	0	0	0	0	0	0	0	0.0	5.929589143389895	1	1	0
1	1	1	0	1	1	0	0	0	0	0	0	0.0	5.831882477283517	1	1	0
1	1	1	1	1	1	0	0	0	1	0	0	0.0	5.676753802268282	1	1	0
1	0	0	0	0	0	0	0	0	0	0	1	0.0	5.225746673713202	1	1	0
1	1	0	0	0	0	0	0	0	0	0	1	0.0	5.081404364984463	1	1	0
1	1	0	0	0	0	0	0	0	1	0	0	0.0	4.969813299576001	1	1	0
1	0	1	0	1	0	0	0	0	1	0	0	0.0	4.948759890378168	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	4.941642422609304	1	1	0
1	1	1	1	1	1	0	0	0	1	0	0	0.0	4.927253685157205	1	1	0
1	1	0	0	0	0	0	0	0	0	0	0	0.0	4.90527477843843	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	4.875197323201151	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	4.8283137373023015	1	1	0
0	1	0	0	0	0	0	0	0	0	0	0	3.9889840465642745	4.02535169073515	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	4.564348191467836	0.0	1	1	0
1	1	1	1	1	1	0	0	0	1	0	0	0.0	4.454347296253507	1	1	0
1	1	0	0	1	0	0	0	0	1	0	0	0.0	4.3694478524670215	1	1	0
1	1	0	0	1	0	0	0	1	1	0	1	0.0	4.343805421853684	1	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0.0	4.31748811353631	1	1	0
1	0	0	0	1	0	0	0	0	1	0	0	0.0	4.31748811353631	1	1	0
1	0	0	0	0	0	0	0	1	1	0	1	0.0	4.31748811353631	1	1	0
1	0	0	0	0	0	0	0	1	0	0	1	4.31748811353631	0.0	0	1	0
1	1	1	0	1	0	0	0	0	1	0	1	0.0	4.30406509320417	1	1	0
1	1	0	0	0	0	0	0	0	0	0	0	0.0	4.290459441148391	1	1	0
1	0	1	0	1	0	0	0	0	0	0	0	0.0	4.2626798770413155	1	1	0
1	0	1	0	1	1	0	0	0	1	0	1	0.0	4.2626798770413155	1	1	0
1	0	0	0	1	1	0	0	0	0	0	0	0.0	4.189654742026425	0	1	0
1	1	0	0	0	0	0	0	0	0	0	0	0.0	4.110873864173311	1	1	0
0	0	0	0	1	1	0	0	0	1	0	1	0.0	4.0943445622221	1	1	0
1	1	0	0	0	0	0	0	0	1	0	0	0.0	4.07753744390572	1	1	0
1	1	0	0	0	0	0	0	0	0	0	1	0.0	4.07753744390572	1	1	0
1	1	1	0	1	0	0	0	0	1	0	0	0.0	4.07753744390572	1	1	0
1	1	0	0	1	0	0	0	0	1	0	0	0.0	4.060443010546419	1	1	0
1	1	0	0	0	0	0	0	0	0	0	0	0.6931471805599453	4.04305126783455	1	1	0
1	1	0	0	1	0	0	0	0	1	0	0	0.0	3.970291913552122	1	1	0
1	1	1	0	1	1	0	0	1	0	0	0	0.0	3.9512437185814275	1	1	0
1	0	0	0	0	0	0	0	0	0	0	1	0.0	3.9512437185814275	1	1	0
1	1	1	1	1	1	0	0	0	1	0	0	3.9318256327243257	0.0	1	1	0
1	0	1	0	1	0	0	0	0	0	0	1	0.0	3.9318256327243257	1	1	0
