has-name	has-word	has-any-name	are-all-names	has-any-word	are-all-words	is-group-email	is-common-email-host	is-org-edu-tld	domain-in-id-or-id-in-domain	has-number-in-id	has-subdomins	sent	recvd	has-name-given	intercept	y
1	0	1	0	0	0	0	1	0	0	0	0	2.772588722239781	2.5649493574615367	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.1780538303479458	1.6094379124341003	1	1	1
1	0	1	1	0	0	0	0	0	0	0	1	2.70805020110221	2.6390573296152584	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.1780538303479458	1.6094379124341003	1	1	1
1	0	0	0	0	0	0	0	0	1	0	0	0.0	3.332204510175204	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	3.1780538303479458	1.6094379124341003	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.70805020110221	2.6390573296152584	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.4849066497880004	2.833213344056216	1	1	1
1	0	1	0	0	0	0	0	0	1	0	0	3.258096538021482	0.6931471805599453	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.772588722239781	2.4849066497880004	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	3.258096538021482	0.0	0	1	1
1	0	0	0	0	0	0	0	0	0	0	0	3.258096538021482	0.0	1	1	1
0	0	1	1	1	0	0	1	0	0	1	0	2.6390573296152584	2.5649493574615367	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.6390573296152584	2.5649493574615367	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	2.0794415416798357	2.9444389791664403	1	1	1
1	0	0	0	0	0	0	1	0	0	1	0	3.2188758248682006	0.0	0	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.70805020110221	2.3978952727983707	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.1972245773362196	2.833213344056216	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.995732273553991	1.791759469228055	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.833213344056216	2.1972245773362196	1	1	1
1	0	1	0	0	0	0	0	1	0	0	0	3.2188758248682006	0.0	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	3.044522437723423	1.6094379124341003	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	1.9459101490553132	2.8903717578961645	1	1	1
1	0	1	1	1	0	0	0	0	0	0	0	2.1972245773362196	2.772588722239781	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.8903717578961645	1.9459101490553132	1	1	1
1	0	1	1	0	0	0	1	0	0	1	0	2.772588722239781	2.1972245773362196	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.6390573296152584	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.9444389791664403	1.791759469228055	0	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.044522437723423	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.044522437723423	1.3862943611198906	1	1	1
1	1	1	0	0	0	0	0	0	0	0	0	2.772588722239781	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	0	0	0	0	1	2.4849066497880004	2.5649493574615367	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.4849066497880004	2.5649493574615367	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.044522437723423	1.0986122886681098	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.8903717578961645	1.791759469228055	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.302585092994046	2.6390573296152584	1	1	1
1	0	0	0	0	0	0	0	0	0	0	0	2.6390573296152584	2.302585092994046	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	3.1354942159291497	0.0	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.70805020110221	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.772588722239781	2.0794415416798357	1	1	1
1	0	0	0	0	0	0	0	0	0	0	0	2.70805020110221	2.1972245773362196	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	3.044522437723423	1.0986122886681098	1	1	1
1	0	0	0	0	0	0	0	0	0	0	0	2.8903717578961645	1.6094379124341003	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.6390573296152584	2.1972245773362196	1	1	1
1	1	0	0	0	0	0	0	0	0	0	0	3.091042453358316	0.0	0	1	1
1	1	1	1	1	0	0	0	0	0	0	0	2.5649493574615367	2.302585092994046	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.4849066497880004	2.3978952727983707	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	3.091042453358316	0.0	1	1	1
1	0	1	1	1	0	0	0	0	0	0	0	2.1972245773362196	2.6390573296152584	1	1	1
0	0	1	1	0	0	0	1	0	0	0	0	2.9444389791664403	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.4849066497880004	2.302585092994046	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.6390573296152584	2.0794415416798357	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.4849066497880004	2.302585092994046	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	2.1972245773362196	2.5649493574615367	1	1	1
1	0	1	0	1	0	0	1	0	0	0	0	2.6390573296152584	2.0794415416798357	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.3978952727983707	2.3978952727983707	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	2.772588722239781	1.791759469228055	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.70805020110221	1.9459101490553132	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.3978952727983707	2.3978952727983707	1	1	1
1	0	1	0	0	0	0	1	0	0	1	0	2.8903717578961645	1.0986122886681098	1	1	1
1	0	0	0	1	0	0	1	0	1	0	0	2.995732273553991	0.0	0	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.302585092994046	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.1972245773362196	2.4849066497880004	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.5649493574615367	2.0794415416798357	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.302585092994046	2.3978952727983707	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.6390573296152584	1.9459101490553132	1	1	1
1	0	1	1	1	0	0	0	0	0	0	0	2.9444389791664403	0.6931471805599453	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.3978952727983707	2.302585092994046	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.302585092994046	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.302585092994046	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.772588722239781	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.0794415416798357	2.4849066497880004	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.6390573296152584	1.791759469228055	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.9444389791664403	0.0	0	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.302585092994046	2.302585092994046	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.3978952727983707	2.1972245773362196	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.9444389791664403	0.0	0	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.70805020110221	1.6094379124341003	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.6390573296152584	1.791759469228055	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.6390573296152584	1.791759469228055	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.302585092994046	2.302585092994046	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.70805020110221	1.6094379124341003	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.3978952727983707	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.4849066497880004	2.0794415416798357	1	1	1
1	0	1	0	1	0	0	1	0	0	0	0	2.3978952727983707	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.833213344056216	1.0986122886681098	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	2.3978952727983707	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.833213344056216	0.6931471805599453	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	2.8903717578961645	0.0	1	1	1
1	0	1	1	0	0	0	0	0	1	0	0	2.6390573296152584	1.6094379124341003	1	1	1
1	1	1	1	1	0	0	0	0	0	0	0	2.3978952727983707	2.0794415416798357	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.0794415416798357	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.5649493574615367	1.791759469228055	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.70805020110221	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.0794415416798357	2.3978952727983707	1	1	1
1	0	1	0	1	0	0	0	0	1	0	0	0.0	2.8903717578961645	1	1	1
1	0	0	0	0	0	0	0	0	1	0	0	2.6390573296152584	1.6094379124341003	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.833213344056216	0.6931471805599453	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.8903717578961645	0.0	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.0794415416798357	2.3978952727983707	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.302585092994046	2.1972245773362196	1	1	1
1	1	1	1	0	0	0	0	0	0	0	1	1.6094379124341003	2.6390573296152584	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.772588722239781	0.6931471805599453	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	2.1972245773362196	2.1972245773362196	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.1972245773362196	2.1972245773362196	1	1	1
1	0	1	0	1	0	0	1	0	0	0	0	2.1972245773362196	2.1972245773362196	1	1	1
1	0	1	0	0	0	0	0	1	0	0	1	1.3862943611198906	2.6390573296152584	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.0794415416798357	2.302585092994046	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.3978952727983707	1.9459101490553132	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.302585092994046	2.0794415416798357	1	1	1
1	0	1	1	0	0	0	1	0	0	1	0	2.0794415416798357	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.3978952727983707	1.791759469228055	1	1	1
1	1	1	1	1	0	0	0	0	0	0	0	2.302585092994046	1.9459101490553132	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	2.772588722239781	0.0	0	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.772588722239781	0.0	1	1	1
1	0	1	1	1	0	0	0	0	0	0	0	2.4849066497880004	1.6094379124341003	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	2.3978952727983707	1.791759469228055	1	1	1
1	0	1	1	1	0	0	0	0	1	0	0	2.302585092994046	1.9459101490553132	1	1	1
0	0	1	1	0	0	0	0	0	0	0	0	2.302585092994046	1.9459101490553132	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.4849066497880004	1.6094379124341003	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	2.6390573296152584	1.0986122886681098	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.5649493574615367	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	1.6094379124341003	2.4849066497880004	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	2.3978952727983707	1.791759469228055	1	1	1
1	1	1	0	1	0	0	0	0	0	0	0	2.6390573296152584	1.0986122886681098	1	1	1
1	0	1	1	1	0	0	1	0	0	0	0	2.5649493574615367	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	0.0	2.70805020110221	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	2.70805020110221	0.0	0	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.3978952727983707	1.6094379124341003	1	1	1
1	0	1	1	1	0	0	0	0	0	0	0	2.0794415416798357	2.0794415416798357	1	1	1
1	0	0	0	0	0	0	1	0	0	0	0	2.70805020110221	0.0	0	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.70805020110221	0.0	0	1	1
1	1	1	1	0	0	0	0	0	0	0	0	1.6094379124341003	2.3978952727983707	1	1	1
1	0	1	1	0	0	0	0	0	1	0	0	2.0794415416798357	2.0794415416798357	1	1	1
1	0	1	0	0	0	0	1	0	0	0	0	2.302585092994046	1.791759469228055	1	1	1
1	1	1	0	1	0	0	0	0	0	0	0	2.4849066497880004	1.3862943611198906	1	1	1
1	0	1	1	0	0	0	1	0	0	0	0	1.9459101490553132	2.1972245773362196	1	1	1
1	0	1	1	0	0	0	0	0	0	0	0	1.9459101490553132	2.1972245773362196	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	2.1972245773362196	1.9459101490553132	1	1	1
0	0	1	1	0	0	0	1	0	0	0	0	2.0794415416798357	2.0794415416798357	1	1	1
1	1	1	0	0	0	0	0	0	0	0	0	2.70805020110221	0.0	1	1	1
1	0	1	0	0	0	0	0	0	0	0	0	2.1972245773362196	1.9459101490553132	1	1	1
